ProductID,ProductName,CategoryName,SupplierName,QuantityPerUnit,UnitPrice,UnitsInStock,Brand,Description,Features,UseCases,TargetUsers,Tags,Rating,ReviewCount,SalesVolume,BusinessWeight,InstallDifficulty,AfterSalesPolicy,Compatibility
158,云鲸自清洁扫拖机器人 Lite,智能清洁,云鲸官方旗舰店,1 台,1499,233,云鲸,"云鲸自清洁扫拖机器人 Lite 面向大户型家庭,老人家庭，适合清洁护理,懒人家务,大户型场景，可作为智能清洁类目的主推商品。",地图规划；自动洗拖布；大吸力；自动集尘,清洁护理；懒人家务；大户型,大户型家庭；老人家庭,Lite；地图规划；大吸力；大户型；大户型家庭；懒人家务；智能清洁；清洁护理；老人家庭；自动洗拖布；自动集尘,4.6,2065,3258,0.964,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,涂鸦智能；Matter；小度；华为鸿蒙智联
159,云鲸基站扫拖机器人 Plus,智能清洁,云鲸生态链旗舰店,1 台,3199,28,云鲸,"云鲸基站扫拖机器人 Plus 面向上班族,大户型家庭，适合清洁护理,懒人家务,宠物家庭场景，可作为智能清洁类目的主推商品。",毛发防缠绕；大吸力；自动洗拖布；避障识别,清洁护理；懒人家务；宠物家庭,上班族；大户型家庭,Plus；上班族；大吸力；大户型家庭；宠物家庭；懒人家务；智能清洁；毛发防缠绕；清洁护理；自动洗拖布；避障识别,4.5,4676,15395,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,米家；天猫精灵；Aqara Home；小度
160,添可自清洁扫拖机器人 Plus,智能清洁,添可智能生活专营店,1 台,3099,169,添可,"添可自清洁扫拖机器人 Plus 面向上班族,大户型家庭，适合清洁护理,宠物家庭,懒人家务场景，可作为智能清洁类目的主推商品。",自动集尘；自动洗拖布；避障识别；大吸力,清洁护理；宠物家庭；懒人家务,上班族；大户型家庭,Plus；上班族；大吸力；大户型家庭；宠物家庭；懒人家务；智能清洁；清洁护理；自动洗拖布；自动集尘；避障识别,4.3,1728,17701,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,小度；天猫精灵；米家；华为鸿蒙智联
161,添可扫地机器人 Plus,智能清洁,添可授权专卖店,1 台,2699,28,添可,"添可扫地机器人 Plus 面向老人家庭,上班族，适合懒人家务,宠物家庭,大户型场景，可作为智能清洁类目的主推商品。",大吸力；自动集尘；毛发防缠绕；避障识别,懒人家务；宠物家庭；大户型,老人家庭；上班族,Plus；上班族；大吸力；大户型；宠物家庭；懒人家务；智能清洁；毛发防缠绕；老人家庭；自动集尘；避障识别,4.7,3739,19436,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Apple HomeKit；天猫精灵；Aqara Home；涂鸦智能
162,添可宠物家庭清洁机器人 Plus,智能清洁,添可生态链旗舰店,1 台,2799,204,添可,"添可宠物家庭清洁机器人 Plus 面向上班族,养宠家庭，适合大户型,懒人家务,宠物家庭场景，可作为智能清洁类目的主推商品。",毛发防缠绕；地图规划；大吸力；自动洗拖布,大户型；懒人家务；宠物家庭,上班族；养宠家庭,Plus；上班族；养宠家庭；地图规划；大吸力；大户型；宠物家庭；懒人家务；智能清洁；毛发防缠绕；自动洗拖布,4.9,1956,34687,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,米家；涂鸦智能
163,小米除甲醛净化器 Lite,空气净化器,小米官方旗舰店,1 台,1499,76,小米,"小米除甲醛净化器 Lite 面向养宠家庭,过敏人群，适合空气健康,宠物家庭,母婴家庭场景，可作为空气净化器类目的主推商品。",睡眠模式；滤芯提醒；除甲醛；PM2.5 监测,空气健康；宠物家庭；母婴家庭,养宠家庭；过敏人群,Lite；PM2.5 监测；养宠家庭；宠物家庭；母婴家庭；滤芯提醒；睡眠模式；空气健康；空气净化器；过敏人群；除甲醛,4.4,2710,16398,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Matter；华为鸿蒙智联；小度
164,小米母婴净化器 Plus,空气净化器,小米生态链旗舰店,1 台,2899,64,小米,"小米母婴净化器 Plus 面向过敏人群,新房装修，适合母婴家庭,空气健康,新房装修场景，可作为空气净化器类目的主推商品。",PM2.5 监测；滤芯提醒；宠物除味；低噪运行,母婴家庭；空气健康；新房装修,过敏人群；新房装修,PM2.5 监测；Plus；低噪运行；宠物除味；新房装修；母婴家庭；滤芯提醒；空气健康；空气净化器；过敏人群,4.6,4326,27960,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Apple HomeKit；Aqara Home
165,小米宠物除味净化器 Pro,空气净化器,小米官方旗舰店,1 台,3499,139,小米,"小米宠物除味净化器 Pro 面向过敏人群,养宠家庭，适合母婴家庭,新房装修,宠物家庭场景，可作为空气净化器类目的主推商品。",滤芯提醒；低噪运行；宠物除味；除甲醛,母婴家庭；新房装修；宠物家庭,过敏人群；养宠家庭,Pro；低噪运行；养宠家庭；宠物家庭；宠物除味；新房装修；母婴家庭；滤芯提醒；空气净化器；过敏人群；除甲醛,4.2,2908,8161,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,华为鸿蒙智联；天猫精灵；小度；Aqara Home
166,352宠物除味净化器 Max,空气净化器,352官方旗舰店,1 台,4999,111,352,"352宠物除味净化器 Max 面向新房装修,母婴家庭，适合母婴家庭,空气健康,新房装修场景，可作为空气净化器类目的主推商品。",PM2.5 监测；低噪运行；滤芯提醒；除甲醛,母婴家庭；空气健康；新房装修,新房装修；母婴家庭,Max；PM2.5 监测；低噪运行；新房装修；母婴家庭；滤芯提醒；空气健康；空气净化器；除甲醛,4.2,500,8238,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,涂鸦智能；华为鸿蒙智联；Apple HomeKit
167,352卧室净化器 Pro,空气净化器,352官方旗舰店,1 台,3499,179,352,"352卧室净化器 Pro 面向过敏人群,母婴家庭，适合新房装修,空气健康,母婴家庭场景，可作为空气净化器类目的主推商品。",滤芯提醒；除甲醛；PM2.5 监测；睡眠模式,新房装修；空气健康；母婴家庭,过敏人群；母婴家庭,PM2.5 监测；Pro；新房装修；母婴家庭；滤芯提醒；睡眠模式；空气健康；空气净化器；过敏人群；除甲醛,4.7,3432,4649,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Matter；天猫精灵；Apple HomeKit
168,352除甲醛净化器 Pro,空气净化器,352智能生活专营店,1 台,3799,162,352,"352除甲醛净化器 Pro 面向过敏人群,养宠家庭，适合宠物家庭,新房装修,空气健康场景，可作为空气净化器类目的主推商品。",除甲醛；滤芯提醒；睡眠模式；低噪运行,宠物家庭；新房装修；空气健康,过敏人群；养宠家庭,Pro；低噪运行；养宠家庭；宠物家庭；新房装修；滤芯提醒；睡眠模式；空气健康；空气净化器；过敏人群；除甲醛,4.3,980,15207,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,小度；Aqara Home
169,飞利浦卧室净化器 Pro,空气净化器,飞利浦授权专卖店,1 台,3799,112,飞利浦,"飞利浦卧室净化器 Pro 面向新房装修,过敏人群，适合母婴家庭,宠物家庭,空气健康场景，可作为空气净化器类目的主推商品。",睡眠模式；宠物除味；除甲醛；低噪运行,母婴家庭；宠物家庭；空气健康,新房装修；过敏人群,Pro；低噪运行；宠物家庭；宠物除味；新房装修；母婴家庭；睡眠模式；空气健康；空气净化器；过敏人群；除甲醛,4.4,1486,15575,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Aqara Home；涂鸦智能；米家；天猫精灵
170,飞利浦除甲醛净化器 Pro,空气净化器,飞利浦生态链旗舰店,1 台,3899,22,飞利浦,"飞利浦除甲醛净化器 Pro 面向母婴家庭,新房装修，适合空气健康,新房装修,母婴家庭场景，可作为空气净化器类目的主推商品。",PM2.5 监测；睡眠模式；宠物除味；低噪运行,空气健康；新房装修；母婴家庭,母婴家庭；新房装修,PM2.5 监测；Pro；低噪运行；宠物除味；新房装修；母婴家庭；睡眠模式；空气健康；空气净化器,4.5,4151,26099,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,华为鸿蒙智联；小度；天猫精灵
171,飞利浦大空间净化器 Plus,空气净化器,飞利浦生态链旗舰店,1 台,3199,47,飞利浦,"飞利浦大空间净化器 Plus 面向母婴家庭,新房装修，适合宠物家庭,新房装修,空气健康场景，可作为空气净化器类目的主推商品。",除甲醛；PM2.5 监测；滤芯提醒；睡眠模式,宠物家庭；新房装修；空气健康,母婴家庭；新房装修,PM2.5 监测；Plus；宠物家庭；新房装修；母婴家庭；滤芯提醒；睡眠模式；空气健康；空气净化器；除甲醛,4.4,1964,33862,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,华为鸿蒙智联；米家；涂鸦智能
172,布鲁雅尔大空间净化器 Plus,空气净化器,布鲁雅尔授权专卖店,1 台,3199,148,布鲁雅尔,"布鲁雅尔大空间净化器 Plus 面向过敏人群,母婴家庭，适合母婴家庭,宠物家庭,新房装修场景，可作为空气净化器类目的主推商品。",睡眠模式；低噪运行；除甲醛；宠物除味,母婴家庭；宠物家庭；新房装修,过敏人群；母婴家庭,Plus；低噪运行；宠物家庭；宠物除味；新房装修；母婴家庭；睡眠模式；空气净化器；过敏人群；除甲醛,4.7,1434,15484,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,天猫精灵；Aqara Home；米家
173,布鲁雅尔空气净化器 Plus,空气净化器,布鲁雅尔生态链旗舰店,1 台,2499,158,布鲁雅尔,"布鲁雅尔空气净化器 Plus 面向母婴家庭,养宠家庭，适合新房装修,空气健康,宠物家庭场景，可作为空气净化器类目的主推商品。",睡眠模式；宠物除味；滤芯提醒；除甲醛,新房装修；空气健康；宠物家庭,母婴家庭；养宠家庭,Plus；养宠家庭；宠物家庭；宠物除味；新房装修；母婴家庭；滤芯提醒；睡眠模式；空气健康；空气净化器；除甲醛,4.6,3364,12429,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,天猫精灵；涂鸦智能
174,布鲁雅尔宠物除味净化器 Lite,空气净化器,布鲁雅尔官方旗舰店,1 台,949,41,布鲁雅尔,"布鲁雅尔宠物除味净化器 Lite 面向母婴家庭,新房装修，适合新房装修,宠物家庭,空气健康场景，可作为空气净化器类目的主推商品。",PM2.5 监测；宠物除味；除甲醛；低噪运行,新房装修；宠物家庭；空气健康,母婴家庭；新房装修,Lite；PM2.5 监测；低噪运行；宠物家庭；宠物除味；新房装修；母婴家庭；空气健康；空气净化器；除甲醛,4.5,1673,14652,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,天猫精灵；Apple HomeKit；米家；小度
175,华为智选宠物除味净化器 Max,空气净化器,华为智选智能生活专营店,1 台,4299,28,华为智选,"华为智选宠物除味净化器 Max 面向新房装修,养宠家庭，适合空气健康,宠物家庭,母婴家庭场景，可作为空气净化器类目的主推商品。",滤芯提醒；PM2.5 监测；睡眠模式；宠物除味,空气健康；宠物家庭；母婴家庭,新房装修；养宠家庭,Max；PM2.5 监测；养宠家庭；宠物家庭；宠物除味；新房装修；母婴家庭；滤芯提醒；睡眠模式；空气健康；空气净化器,4.8,1583,20870,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,小度；Apple HomeKit；涂鸦智能
176,华为智选空气净化器 Lite,空气净化器,华为智选生态链旗舰店,1 台,1599,169,华为智选,"华为智选空气净化器 Lite 面向母婴家庭,过敏人群，适合新房装修,空气健康,宠物家庭场景，可作为空气净化器类目的主推商品。",低噪运行；睡眠模式；滤芯提醒；宠物除味,新房装修；空气健康；宠物家庭,母婴家庭；过敏人群,Lite；低噪运行；宠物家庭；宠物除味；新房装修；母婴家庭；滤芯提醒；睡眠模式；空气健康；空气净化器；过敏人群,4.3,3465,31215,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,涂鸦智能；Apple HomeKit
177,华为智选除甲醛净化器 Plus,空气净化器,华为智选智能生活专营店,1 台,2099,247,华为智选,"华为智选除甲醛净化器 Plus 面向过敏人群,母婴家庭，适合母婴家庭,新房装修,空气健康场景，可作为空气净化器类目的主推商品。",宠物除味；除甲醛；睡眠模式；PM2.5 监测,母婴家庭；新房装修；空气健康,过敏人群；母婴家庭,PM2.5 监测；Plus；宠物除味；新房装修；母婴家庭；睡眠模式；空气健康；空气净化器；过敏人群；除甲醛,4.4,473,29805,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Aqara Home；米家；天猫精灵；Matter
178,美的卧室净化器 Pro,空气净化器,美的授权专卖店,1 台,4099,164,美的,"美的卧室净化器 Pro 面向养宠家庭,新房装修，适合新房装修,母婴家庭,空气健康场景，可作为空气净化器类目的主推商品。",睡眠模式；宠物除味；PM2.5 监测；除甲醛,新房装修；母婴家庭；空气健康,养宠家庭；新房装修,PM2.5 监测；Pro；养宠家庭；宠物除味；新房装修；母婴家庭；睡眠模式；空气健康；空气净化器；除甲醛,4.5,2402,7301,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Apple HomeKit；华为鸿蒙智联；小度；涂鸦智能
179,美的空气净化器 Pro,空气净化器,美的智能生活专营店,1 台,3699,69,美的,"美的空气净化器 Pro 面向母婴家庭,养宠家庭，适合新房装修,母婴家庭,宠物家庭场景，可作为空气净化器类目的主推商品。",宠物除味；滤芯提醒；低噪运行；睡眠模式,新房装修；母婴家庭；宠物家庭,母婴家庭；养宠家庭,Pro；低噪运行；养宠家庭；宠物家庭；宠物除味；新房装修；母婴家庭；滤芯提醒；睡眠模式；空气净化器,4.7,1865,12564,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,华为鸿蒙智联；Apple HomeKit
180,美的除甲醛净化器 Plus,空气净化器,美的授权专卖店,1 台,3099,46,美的,"美的除甲醛净化器 Plus 面向母婴家庭,养宠家庭，适合新房装修,母婴家庭,空气健康场景，可作为空气净化器类目的主推商品。",除甲醛；滤芯提醒；睡眠模式；PM2.5 监测,新房装修；母婴家庭；空气健康,母婴家庭；养宠家庭,PM2.5 监测；Plus；养宠家庭；新房装修；母婴家庭；滤芯提醒；睡眠模式；空气健康；空气净化器；除甲醛,4.4,333,17596,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Matter；天猫精灵
181,米家母婴加湿器 Lite,智能加湿器,米家官方旗舰店,1 台,299,146,米家,"米家母婴加湿器 Lite 面向北方家庭,睡眠敏感人群，适合冬季干燥,卧室助眠,空气健康场景，可作为智能加湿器类目的主推商品。",缺水保护；低噪运行；睡眠模式；恒湿控制,冬季干燥；卧室助眠；空气健康,北方家庭；睡眠敏感人群,Lite；低噪运行；冬季干燥；北方家庭；卧室助眠；恒湿控制；智能加湿器；睡眠敏感人群；睡眠模式；空气健康；缺水保护,4.3,4287,14594,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,米家；涂鸦智能；天猫精灵
182,米家桌面加湿器 Pro,智能加湿器,米家官方旗舰店,1 台,1049,228,米家,"米家桌面加湿器 Pro 面向鼻炎人群,母婴家庭，适合冬季干燥,卧室助眠,母婴家庭场景，可作为智能加湿器类目的主推商品。",恒湿控制；大水箱；银离子抑菌；睡眠模式,冬季干燥；卧室助眠；母婴家庭,鼻炎人群；母婴家庭,Pro；冬季干燥；卧室助眠；大水箱；恒湿控制；智能加湿器；母婴家庭；睡眠模式；银离子抑菌；鼻炎人群,4.4,1187,485,0.898,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,天猫精灵；米家
183,米家大容量加湿器 Plus,智能加湿器,米家智能生活专营店,1 台,999,116,米家,"米家大容量加湿器 Plus 面向鼻炎人群,睡眠敏感人群，适合卧室助眠,空气健康,母婴家庭场景，可作为智能加湿器类目的主推商品。",银离子抑菌；恒湿控制；低噪运行；缺水保护,卧室助眠；空气健康；母婴家庭,鼻炎人群；睡眠敏感人群,Plus；低噪运行；卧室助眠；恒湿控制；智能加湿器；母婴家庭；睡眠敏感人群；空气健康；缺水保护；银离子抑菌；鼻炎人群,4.3,2534,34190,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Aqara Home；Matter；天猫精灵
184,飞利浦母婴加湿器 Max,智能加湿器,飞利浦智能生活专营店,1 台,1599,24,飞利浦,"飞利浦母婴加湿器 Max 面向母婴家庭,睡眠敏感人群，适合冬季干燥,母婴家庭,卧室助眠场景，可作为智能加湿器类目的主推商品。",睡眠模式；大水箱；低噪运行；银离子抑菌,冬季干燥；母婴家庭；卧室助眠,母婴家庭；睡眠敏感人群,Max；低噪运行；冬季干燥；卧室助眠；大水箱；智能加湿器；母婴家庭；睡眠敏感人群；睡眠模式；银离子抑菌,4.2,1245,8002,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,小度；Matter
185,飞利浦无雾加湿器 Pro,智能加湿器,飞利浦智能生活专营店,1 台,1249,221,飞利浦,"飞利浦无雾加湿器 Pro 面向母婴家庭,睡眠敏感人群，适合空气健康,卧室助眠,母婴家庭场景，可作为智能加湿器类目的主推商品。",银离子抑菌；缺水保护；低噪运行；大水箱,空气健康；卧室助眠；母婴家庭,母婴家庭；睡眠敏感人群,Pro；低噪运行；卧室助眠；大水箱；智能加湿器；母婴家庭；睡眠敏感人群；空气健康；缺水保护；银离子抑菌,4.6,3969,22986,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,小度；天猫精灵；Apple HomeKit；Aqara Home
186,飞利浦大容量加湿器 Plus,智能加湿器,飞利浦授权专卖店,1 台,849,175,飞利浦,"飞利浦大容量加湿器 Plus 面向母婴家庭,睡眠敏感人群，适合卧室助眠,冬季干燥,母婴家庭场景，可作为智能加湿器类目的主推商品。",恒湿控制；大水箱；银离子抑菌；睡眠模式,卧室助眠；冬季干燥；母婴家庭,母婴家庭；睡眠敏感人群,Plus；冬季干燥；卧室助眠；大水箱；恒湿控制；智能加湿器；母婴家庭；睡眠敏感人群；睡眠模式；银离子抑菌,4.6,4154,34492,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,涂鸦智能；Aqara Home；Matter；华为鸿蒙智联
187,美的卧室加湿器 Pro,智能加湿器,美的授权专卖店,1 台,1199,148,美的,"美的卧室加湿器 Pro 面向母婴家庭,睡眠敏感人群，适合冬季干燥,空气健康,母婴家庭场景，可作为智能加湿器类目的主推商品。",恒湿控制；大水箱；睡眠模式；低噪运行,冬季干燥；空气健康；母婴家庭,母婴家庭；睡眠敏感人群,Pro；低噪运行；冬季干燥；大水箱；恒湿控制；智能加湿器；母婴家庭；睡眠敏感人群；睡眠模式；空气健康,4.8,3800,9962,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Matter；天猫精灵；Aqara Home
188,美的母婴加湿器 Lite,智能加湿器,美的生态链旗舰店,1 台,299,215,美的,"美的母婴加湿器 Lite 面向北方家庭,鼻炎人群，适合空气健康,冬季干燥,卧室助眠场景，可作为智能加湿器类目的主推商品。",睡眠模式；低噪运行；银离子抑菌；缺水保护,空气健康；冬季干燥；卧室助眠,北方家庭；鼻炎人群,Lite；低噪运行；冬季干燥；北方家庭；卧室助眠；智能加湿器；睡眠模式；空气健康；缺水保护；银离子抑菌；鼻炎人群,4.4,171,32164,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,涂鸦智能；Matter；华为鸿蒙智联；Aqara Home
189,美的无雾加湿器 Pro,智能加湿器,美的生态链旗舰店,1 台,1349,236,美的,"美的无雾加湿器 Pro 面向鼻炎人群,北方家庭，适合母婴家庭,空气健康,卧室助眠场景，可作为智能加湿器类目的主推商品。",缺水保护；睡眠模式；银离子抑菌；低噪运行,母婴家庭；空气健康；卧室助眠,鼻炎人群；北方家庭,Pro；低噪运行；北方家庭；卧室助眠；智能加湿器；母婴家庭；睡眠模式；空气健康；缺水保护；银离子抑菌；鼻炎人群,4.4,4766,33671,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,米家；天猫精灵
190,小熊大容量加湿器 Lite,智能加湿器,小熊官方旗舰店,1 台,499,253,小熊,"小熊大容量加湿器 Lite 面向北方家庭,鼻炎人群，适合卧室助眠,空气健康,母婴家庭场景，可作为智能加湿器类目的主推商品。",大水箱；缺水保护；恒湿控制；低噪运行,卧室助眠；空气健康；母婴家庭,北方家庭；鼻炎人群,Lite；低噪运行；北方家庭；卧室助眠；大水箱；恒湿控制；智能加湿器；母婴家庭；空气健康；缺水保护；鼻炎人群,4.3,1863,31654,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Aqara Home；Matter；小度
191,小熊无雾加湿器 Pro,智能加湿器,小熊授权专卖店,1 台,1199,80,小熊,"小熊无雾加湿器 Pro 面向睡眠敏感人群,鼻炎人群，适合冬季干燥,卧室助眠,空气健康场景，可作为智能加湿器类目的主推商品。",银离子抑菌；恒湿控制；大水箱；睡眠模式,冬季干燥；卧室助眠；空气健康,睡眠敏感人群；鼻炎人群,Pro；冬季干燥；卧室助眠；大水箱；恒湿控制；智能加湿器；睡眠敏感人群；睡眠模式；空气健康；银离子抑菌；鼻炎人群,4.4,972,12418,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,米家；天猫精灵；Matter
192,小熊恒湿加湿器 Pro,智能加湿器,小熊智能生活专营店,1 台,1199,26,小熊,"小熊恒湿加湿器 Pro 面向鼻炎人群,北方家庭，适合母婴家庭,空气健康,冬季干燥场景，可作为智能加湿器类目的主推商品。",低噪运行；缺水保护；大水箱；睡眠模式,母婴家庭；空气健康；冬季干燥,鼻炎人群；北方家庭,Pro；低噪运行；冬季干燥；北方家庭；大水箱；智能加湿器；母婴家庭；睡眠模式；空气健康；缺水保护；鼻炎人群,4.4,1523,11131,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,天猫精灵；华为鸿蒙智联
193,352大容量加湿器 Lite,智能加湿器,352生态链旗舰店,1 台,239,244,352,"352大容量加湿器 Lite 面向鼻炎人群,睡眠敏感人群，适合空气健康,卧室助眠,母婴家庭场景，可作为智能加湿器类目的主推商品。",银离子抑菌；缺水保护；大水箱；睡眠模式,空气健康；卧室助眠；母婴家庭,鼻炎人群；睡眠敏感人群,Lite；卧室助眠；大水箱；智能加湿器；母婴家庭；睡眠敏感人群；睡眠模式；空气健康；缺水保护；银离子抑菌；鼻炎人群,4.9,3709,8825,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,小度；米家；天猫精灵
194,352母婴加湿器 Pro,智能加湿器,352授权专卖店,1 台,1349,82,352,"352母婴加湿器 Pro 面向北方家庭,母婴家庭，适合母婴家庭,空气健康,冬季干燥场景，可作为智能加湿器类目的主推商品。",恒湿控制；低噪运行；大水箱；缺水保护,母婴家庭；空气健康；冬季干燥,北方家庭；母婴家庭,Pro；低噪运行；冬季干燥；北方家庭；大水箱；恒湿控制；智能加湿器；母婴家庭；空气健康；缺水保护,4.5,2690,16565,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,小度；涂鸦智能；Matter
195,352卧室加湿器 Max,智能加湿器,352生态链旗舰店,1 台,1449,69,352,"352卧室加湿器 Max 面向北方家庭,睡眠敏感人群，适合空气健康,冬季干燥,卧室助眠场景，可作为智能加湿器类目的主推商品。",银离子抑菌；低噪运行；缺水保护；大水箱,空气健康；冬季干燥；卧室助眠,北方家庭；睡眠敏感人群,Max；低噪运行；冬季干燥；北方家庭；卧室助眠；大水箱；智能加湿器；睡眠敏感人群；空气健康；缺水保护；银离子抑菌,4.6,2794,21696,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,Apple HomeKit；米家
196,华为智选恒湿加湿器 Plus,智能加湿器,华为智选授权专卖店,1 台,549,194,华为智选,"华为智选恒湿加湿器 Plus 面向睡眠敏感人群,鼻炎人群，适合母婴家庭,空气健康,卧室助眠场景，可作为智能加湿器类目的主推商品。",大水箱；恒湿控制；低噪运行；缺水保护,母婴家庭；空气健康；卧室助眠,睡眠敏感人群；鼻炎人群,Plus；低噪运行；卧室助眠；大水箱；恒湿控制；智能加湿器；母婴家庭；睡眠敏感人群；空气健康；缺水保护；鼻炎人群,4.5,1364,34713,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,小度；米家；涂鸦智能
197,华为智选无雾加湿器 Pro,智能加湿器,华为智选生态链旗舰店,1 台,1049,181,华为智选,"华为智选无雾加湿器 Pro 面向睡眠敏感人群,母婴家庭，适合母婴家庭,卧室助眠,空气健康场景，可作为智能加湿器类目的主推商品。",缺水保护；恒湿控制；大水箱；睡眠模式,母婴家庭；卧室助眠；空气健康,睡眠敏感人群；母婴家庭,Pro；卧室助眠；大水箱；恒湿控制；智能加湿器；母婴家庭；睡眠敏感人群；睡眠模式；空气健康；缺水保护,4.9,705,3836,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,华为鸿蒙智联；Matter；涂鸦智能
198,华为智选卧室加湿器 Max,智能加湿器,华为智选官方旗舰店,1 台,1499,67,华为智选,"华为智选卧室加湿器 Max 面向睡眠敏感人群,鼻炎人群，适合卧室助眠,冬季干燥,母婴家庭场景，可作为智能加湿器类目的主推商品。",银离子抑菌；缺水保护；睡眠模式；恒湿控制,卧室助眠；冬季干燥；母婴家庭,睡眠敏感人群；鼻炎人群,Max；冬季干燥；卧室助眠；恒湿控制；智能加湿器；母婴家庭；睡眠敏感人群；睡眠模式；缺水保护；银离子抑菌；鼻炎人群,4.3,4686,32067,0.98,免安装或简单安装,七天无理由，整机一年质保，支持在线客服,小度；Apple HomeKit；华为鸿蒙智联；涂鸦智能
199,美的智能挂机空调 Lite,智能空调,美的官方旗舰店,1 台,1999,143,美的,"美的智能挂机空调 Lite 面向睡眠敏感人群,节能用户，适合空气健康,卧室助眠,全屋智能场景，可作为智能空调类目的主推商品。",新风换气；睡眠曲线；自清洁；App 控制,空气健康；卧室助眠；全屋智能,睡眠敏感人群；节能用户,App 控制；Lite；全屋智能；卧室助眠；新风换气；智能空调；睡眠敏感人群；睡眠曲线；空气健康；自清洁；节能用户,4.7,1891,4913,0.98,需要预约安装,整机一年质保，核心部件三年质保，支持上门安装,Apple HomeKit；Aqara Home
200,美的儿童房空调 Lite,智能空调,美的官方旗舰店,1 台,3099,45,美的,"美的儿童房空调 Lite 面向新房装修,节能用户，适合卧室助眠,空气健康,全屋智能场景，可作为智能空调类目的主推商品。",新风换气；温湿联动；App 控制；一级能效,卧室助眠；空气健康；全屋智能,新房装修；节能用户,App 控制；Lite；一级能效；全屋智能；卧室助眠；新房装修；新风换气；智能空调；温湿联动；空气健康；节能用户,4.8,175,22620,0.98,需要预约安装,整机一年质保，核心部件三年质保，支持上门安装,Matter；米家；涂鸦智能
201,美的客厅立式空调 Plus,智能空调,美的智能生活专营店,1 台,5499,207,美的,"美的客厅立式空调 Plus 面向节能用户,母婴家庭，适合全屋智能,卧室助眠,节能用电场景，可作为智能空调类目的主推商品。",睡眠曲线；新风换气；温湿联动；自清洁,全屋智能；卧室助眠；节能用电,节能用户；母婴家庭,Plus；全屋智能；卧室助眠；新风换气；智能空调；母婴家庭；温湿联动；睡眠曲线；自清洁；节能用户；节能用电,4.5,3733,26799,0.98,需要预约安装,整机一年质保，核心部件三年质保，支持上门安装,天猫精灵；Apple HomeKit
202,格力一级能效空调 Plus,智能空调,格力智能生活专营店,1 台,3899,51,格力,"格力一级能效空调 Plus 面向节能用户,新房装修，适合空气健康,卧室助眠,全屋智能场景，可作为智能空调类目的主推商品。",新风换气；App 控制；温湿联动；一级能效,空气健康；卧室助眠；全屋智能,节能用户；新房装修,App 控制；Plus；一级能效；全屋智能；卧室助眠；新房装修；新风换气；智能空调；温湿联动；空气健康；节能用户,4.3,2926,6239,0.98,需要预约安装,整机一年质保，核心部件三年质保，支持上门安装,小度；Apple HomeKit
